text_a,text_b,label,clusterA,clusterB
"Best Western The Connaught Hotel, 44-50 Tettenhall Road, Wolverhampton, West Midlands, WV14SW","Quality Hotel, 40-50, Tettenhall Road, Wolverhampton, West Midlands, WV14SW",1,1474,1474
"The Bedford Hotel, Esplanade Sidmouth Devon, East Devon, South West, EX108NR","Bedford Hotel, The Esplanade, Sidmouth, , United Kingdom, East Devon, South West, EX108NR",1,2723,2723
"Hotel 52; Sure Hotel Collection by Best Western, 52 South Parade, Whitley Bay, , United Kingdom, North Tyneside, North East, NE262RQ","Hotel 52, 52, South Parade, Whitley Bay, , GB, North Tyneside, North East, NE262RQ",1,3111,3111
"Premier Inn London Richmond, 136-138 Lower Mortlake Road RichmondLondon, Richmond upon Thames, TW92JZ","Premier Inn, 136-138, Lower Mortlake Road, Richmond, Richmond upon Thames, London, TW92JZ",1,3519,3519
"The Scala, 22 Clifton Drive Blackpool, North West, FY41NX","Clifton Court Hotel, 12, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",1,160,160
"Tigh na Sgiath Country House Hotel, SKYE OF CURR ROAD GRANTOWN ON SPEY, INVERNESS, Highland, PH263PA","Tigh na Sgiath, Skye of Curr Road, Dulnain Bridge, , United Kingdom, Highland, PH263PA",1,1587,1587
"Beachcliffe Holiday Apartments, 3 King Edward Avenue Blackpool, North West, FY29TD","The Berwick, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"Maldron Hotel Newcastle, Newgate Street Newcastle Upon Tyne, North East, NE15RE","Maldron Hotel Newcastle, 17, Newgate Street, Newcastle upon Tyne, North East, NE15RE",1,924,924
"The Roseate Edinburgh, West Coates, 4 EDINBURGH, City of Edinburgh, EH125JQ","Roseate, 4, West Coates, Edinburgh, , GB, City of Edinburgh, EH125JQ",1,3038,3038
"Armadale Guest House, 35 Greig Street InvernessEngland, Highland, IV35PX","Dunskaith Villa, 33, Greig Street",0,60,2692
"Brooklands Over 50's Only, 28/30 King Edward Avenue Blackpool, North West, FY29TA","Woodleigh Hotel, 32, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1,554,554
"Kings Arms Hotel, Main Street Keswick, Cumberland, North West, CA125BL","Kings Arms Hotel, Main Street, Keswick, Cumberland, North West, CA125BL",1,1395,1395
"Premier Inn Aberdeen City Centre, Inverlair House West North Street West North StreetAberdeen, Aberdeen City, AB245AS","Premier Inn (Aberdeen City Centre), 10, West North Street, Aberdeen, AB245AS",1,506,506
"Travelodge Middlewich, A54 Holmes Chapel Road Middlewich Cheshire, Cheshire East, North West, CW100JB","Travelodge Middlewich Hotel, Holmes Chapel Road, Middlewich, Cheshire East, North West, CW100JB",1,108,108
"Park Plaza Westminster Bridge London, 200 Westminster Bridge Road London, Lambeth, SE17UT","Park Plaza Westminster Bridge, 200, Westminster Bridge Road, London, , United Kingdom, Lambeth, SE17UT",1,1923,1923
"Gower House Hotel, 57 Gower Street Camden London, WC1E6HJ","The Academy, 21, Gower Street, London",0,1696,3786
"Glen Mhor Hotel & Apartments, 8-15 Ness Bank INVERNESS, Highland, IV24SG","The Waterside, 19, Ness Bank, Inverness, Highland, IV24SF",0,516,2607
"Chantry Hotel, 8 9 Sparhawk Street Bury St EdmundsSuffolk, West Suffolk, East of England, IP331RY","Chantry Hotel, Sparhawk Street, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP331RY",1,1133,1133
"Beryl, Top of Hawkers Lane Wells Somerset, South West, BA53JP","Beryl, Hawker's Lane, Wells, , United Kingdom, Somerset, South West, BA53JP",1,1126,1126
"Northlands Hotel, 31 33 Hornby Road Blackpool  Blackpool  United Kingdom Blackpool, North West, FY14QG","Raffles Hotel, 73-75, Hornby Road, Blackpool, , United Kingdom, North West, FY14QJ",0,1399,380
"Rossmore Hotel, Cranbrook Road IlfordEssex, Redbridge, London, IG14UA","Rossmore Hotel, 301-309, Cranbrook Road, Ilford, Redbridge, London, IG14UA",1,1370,1370
"The Gresham Hotel, 116 Sussex Gardens Paddington Hyde ParkLondon, Westminster, W21UA","Seymour Hotel, 106, Sussex Gardens, London, Westminster, W21UH",0,3256,2929
"Buckle Yeat, Near Sawrey HawksheadAmblesideCumbria, Westmorland and Furness, North West, LA220LF","Sawrey House Hotel, Near Sawrey, Westmorland and Furness, North West, LA220LF",0,2059,921
"Covent Garden Hotel Firmdale Hotels, 10 Monmouth Street Covent GardenLondon, Camden, WC2H9HB","Covent Garden Hotel, 10, Monmouth Street, London, Camden, WC2H9HB",1,2068,2068
"SACO Bristol West India House, 2-4 Welsh Back Bristol, Bristol, City of, South West, BS14SS","Mercure Brigstow Hotel, 5-7, Welsh Back, Bristol, Bristol, City of, South West, BS14SP",0,3741,1421
"The Calypso Hotel, 39-43 Albert Road Blackpool, North West, FY14TA","The Oak Lea Hotel, 83-87, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,3493,178
"Delamere Hotel, 27 Hornby Road, Blackpool, North West, FY14QG","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,3166,84
"Dakota Edinburgh, Ferrymuir Retail Park South QueensferryEdinburgh, City of Edinburgh, EH309QZ","Dakota, Ferrymuir, South Queensferry, City of Edinburgh, EH309QZ",1,731,731
"Burford House, 99 High Street BurfordOxfordshire, West Oxfordshire, South East, OX184QA","Bull, 105-107, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0,64,3292
"ibis Coventry Centre Hotel, Mile Lane Coventry, West Midlands, CV12LN","Ibis Coventry Central, Mile Lane, West Midlands, CV12LN",1,1251,1251
"Macdonald Swan Hotel, Keswick Road Grasmere GrasmereCumbria, Westmorland and Furness, North West, LA229RF","Swan Hotel, Keswick Road, Grasmere, Westmorland and Furness, North West, LA229RF",0,223,2378
"The Lochranza Hotel, Lochranza Isle Of Arran, North Ayrshire, KA278HL","Lochranza Country Inn, Isle of Arran, North Ayrshire, KA278HL",1,3099,3099
"Rhodes Hotel, 195 Sussex Gardens London Hyde Park, Westminster, W22RJ","Albro House, 155, Sussex Gardens, London",0,3445,1247
"Queens Plaza Hotel, 256-258 Queens Promenade  Blackpool, North West, FY29HB","Queens Plaza Hotel, 256-258, Queen's Promenade, Blackpool, North West, FY29HB",1,2868,2868
"Lister Hotel, 34 Hornby Road Blackpool, North West, FY14QG","The Blackpool Central Hotel, 34, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2749,84
"Travelodge Manchester Central, 11 Blackfriars Street Townbury House Manchester, Salford, North West, M35AL","Travelodge Manchester Central, 11, Blackfriars Street, Salford, North West, M35AL",1,839,839
"King Charles Hotel, Brompton Road GillinghamKent, Medway, South East, ME75QT","King Charles Hotel, Brompton Road, Gillingham, Medway, South East, ME75QT",1,2191,2191
"Chequers Hotel, Old Rectory Lane PulboroughWest Sussex, Horsham, South East, RH201AD","Chequers, Old Rectory Lane, Pulborough, Horsham, South East, RH201AD",1,130,130
"The Beeches Hotel and Leisure Club, 69 Wilford Lane West BridgfordNottingham, Rushcliffe, East Midlands, NG27RN","The Beeches Hotel, 65, Wilford Lane, Nottingham, Rushcliffe, East Midlands, NG27RN",1,2580,2580
"Hilton London Heathrow Airport Terminal 5, Poyle Road Colnbrook ColnbrookLondon, Slough, South East, SL30FF","Hilton London Heathrow Airport Terminal 5, Poyle Road, Slough, South East, SL30FF",1,1894,1894
"Antler Guest House, 58 Pilrig Street   Edinburgh, City of Edinburgh, EH65AS","Edinburgh House Hotel, 90-92, Pilrig Street, Edinburgh, , United Kingdom, City of Edinburgh, EH65AY",0,1269,2037
"The Gresham Hotel, 116 Sussex Gardens Paddington Hyde ParkLondon, Westminster, W21UA","Belmont Hotel, 104, Sussex Gardens, London, Westminster, W21UH",0,3256,485
"River side Apartment In Bristol, Bath Street, Bristol, City of, South West, BS16LB","Premier Inn, Counterslip, Bristol, Bristol, City of, South West, BS16BX",0,1427,3748
"Flat 2 4 St Edmund's Terrace Hunstanton, Flat 2 St. Edmund's Terrace, King's Lynn and West Norfolk, East of England, PE365EH","Marine Hotel, 10, Saint Edmund's Terrace, Hunstanton, , United Kingdom, King's Lynn and West Norfolk, East of England, PE365EH",1,76,76
"The Melville Hotel, 38-39 Argyle Square London, Camden, WC1H8AL","The Melville Hotel, 38-39, Argyle Square, London, , United Kingdom, Camden, WC1H8AL",1,588,588
"Bournemouth East Cliff Hotel, Sure Hotel Collection by BW, East Overcliff Drive Bournemouth Dorset, Bournemouth, Christchurch and Poole, South West, BH13AN","The Cumberland Hotel, 27, East Overcliff Drive, Bournemouth, Christchurch and Poole, South West, BH13AF",0,3917,319
"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","Monopole Hotel, 98, Sussex Gardens, London, Westminster, W21UH",0,1388,3218
"Heron View Cottage, 4 Field Footgrasmere, Westmorland and Furness, North West, LA229TB","Victorian House Hotel, Broadgate, Grasmere, Westmorland and Furness, North West, LA229TA",0,2782,3314
"The Chimes on the sea, 265 Promenade BlackpoolLancashire, North West, FY16AH","Crystals On The Prom, 263, Promenade, Blackpool, , GB, North West, FY16AH",0,311,118
"Novotel Cambridge North, 2, Cambridge Square, Cambridge, , United Kingdom, South Cambridgeshire, East of England, CB40AE","Novotel, 2, Cambridge Square, , GB, South Cambridgeshire, East of England, CB40AE",1,286,286
"Highfield Hotel, 101 Durham Road East Rainton East RaintonHoughton le SpringTyne & Wear, Sunderland, North East, DH59QT","The Highfield, 101, Durham Road, Houghton-le-Spring, Sunderland, North East, DH59QT",1,1291,1291
"The Grosvenor View Guest house, King Edward Avenue, 7 BLACKPOOL, North West, FY29TD","Deneley Hotel, 15, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,848,554
"Comfort Inn London Westminster, 39 Belgrave Road Victoria London, Westminster, SW1V2BB","Huttons Hotel, Victoria London, 55, Belgrave Road, London, , United Kingdom, Westminster, SW1V2BB",0,572,3601
"The Pierhouse Hotel, Port Appin Argyll, Argyll and Bute, PA384DE","The Pierhouse, Argyll and Bute, PA384DE",1,2160,2160
"Star Anglia Hotel, Anglia House 75 North Station Road Colchester, East of England, CO11SB","Globe Hotel, 71, North Station Road, Colchester, East of England, CO11RQ",0,2533,1119
"St Albans Hotel Guest House, 355 Promenade South Shore Blackpool Lancashire, North West, FY16BJ","St Albans, 355, Promenade, Blackpool, , United Kingdom, North West, FY16BJ",1,203,203
"Royal Cambridge Hotel, 124-126 Sussex Gardens London, Westminster, W21UB","Pacific Hotel, 108, Sussex Gardens, London, Westminster, W21UA",0,1388,3648
"The Avondale, 4 5 Avondale Road SeafordEast Sussex, Lewes, South East, BN251RJ","The Avondale, 4-5, Avondale Road, Seaford, , United Kingdom, Lewes, South East, BN251RJ",1,1359,1359
"Lawton Court Hotel, 11-13 North Parade Llandudno, Conwy, LL302LP","Bryn-Y-Mor Hotel, 25, North Parade, Llandudno, , GB, Conwy, LL302LP",0,1838,3167
"Bridge House Hotel, Church Bridge GrasmereLake District National Park, Westmorland and Furness, North West, LA229SN","The Wordsworth Hotel and Spa, Grasmere, Westmorland and Furness, North West, LA229SW",0,36,1441
"Le Grove Serviced Apartments, 65 67 Clarendon Road, Watford, East of England, WD171DS","Holiday Inn, 65-67, Clarendon Road, Watford, , GB, East of England, WD171DS",1,3061,3061
"Beverley City, 142 Sussex Gardens London, Westminster, W21UB","Queensway Hotel, 147-149, Sussex Gardens, London",0,2751,3092
"Ravensworth Arms Hotel by Good Night Inns, Greenford Lane GatesheadTyne and Wear, North East, NE110ER","Ravensworth Arms Hotel, Greenford Lane, Gateshead, North East, NE110ER",1,940,940
"Talbot House, 5 Vance Road Blackpool, North West, FY14QD","Honley Hotel, 1, Vance Road, Blackpool, North West, FY14QD",1,814,814
"Admiral Hotel at Park Avenue, 143 Sussex Gardens Hyde Park Hyde ParkLondon, Westminster, W22RY","Hyde Park Rooms Hotel, 137, Sussex Gardens",0,3558,2510
"The Royal Clarence Hotel Adults Only, 31 The Esplanade Burnham-on-Sea Somerset, South West, TA81BQ","The Royal Clarence Hotel, 31, Esplanade, Burnham-on-Sea, Somerset, South West, TA81BQ",1,79,79
"Sillett House, Wimblehurst Road 1, 1 HORSHAM, South East, RH122EA","Wimblehurst Hotel, 6, Wimblehurst Road, Horsham, South East, RH122ED",0,3481,3336
"Beautiful City Centre Apartment, 25 Forth Street, City of Edinburgh, EH13LE","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0,2837,1932
"Sunny Ives Guest House, 32 Woodfield Road Blackpool, North West, FY16AX","The Woodfield, 31-33, Woodfield Road, Blackpool, , United Kingdom, North West, FY16AX",1,849,849
"The Romany Inn, Bridge Street BAMPTON, West Oxfordshire, South East, OX182HA","Fleur De Lys, Bridge Street, Bampton, , United Kingdom, West Oxfordshire, South East, OX182HA",1,1163,1163
"Royal Hotel, 57 Clifton Drive Blackpool, North West, FY41NT","Sinatra's Hotel, 8, Clifton Drive, Blackpool, , United Kingdom, North West, FY41NX",0,2174,3812
"Clover Spa and Hotel, 759 Chester Road BirminghamWest Midlands, B240BY","Clover Spa & Hotel, 759, Chester Road, Birmingham, , GB, West Midlands, B240BY",1,1007,1007
"The Pool Bed & Breakfast, 8 Gynn Avenue Blackpool  Blackpool  United Kingdom Blackpool, North West, FY12LD","The Waterford, 2, Gynn Avenue, Blackpool, , United Kingdom, North West, FY12LD",1,2491,2491
"Breadalbane Arms Hotel, Bridgend AberfeldyPerthshire, Perth and Kinross, PH152DF","Breadalbane Arms Hotel, Bridge End, Aberfeldy, , United Kingdom, Perth and Kinross, PH152DF",1,2245,2245
"Malmaison Edinburgh, One Tower Place Edinburgh, City of Edinburgh, EH67BZ","Malmaison, 1, Tower Place, Edinburgh, , United Kingdom, City of Edinburgh, EH67BZ",1,833,833
"Aston Court Hotel, Midland Road DerbyDerbyshire, East Midlands, DE12SL","Aston Court Hotel, Midland Road, Derby, , United Kingdom, East Midlands, DE12SL",1,1143,1143
"La Tour, 92 94 Albert Road Blackpool, North West, FY14PR","Fern Villa Hotel, 73, Albert Road, Blackpool, , United Kingdom, North West, FY14PW",0,2930,178
"The Leconfield, 85 Leeson Road Upper Bonchurch Upper BonchurchVentnor Isle of Wight, South East, PO381PU","Leconfield Hotel, 85, Leeson Road, Ventnor, , GB, Isle of Wight, South East, PO381PU",1,210,210
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","Butterfly Hotel, 32, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2420,84
"Lanayr Hotel Blackpool, 73/75 Reads Avenue Blackpool, North West, FY14DG","Norwood Hotel, 50-52, Read's Avenue, Blackpool, , United Kingdom, North West, FY14DE",0,2672,3056
"Twelve Apartments, 12 King Edward Avenue, Blackpool, North West, FY29TD","Fairmont Hotel, 40, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",0,2052,554
"Fairway Hotel, 13/15 Argyle Street King's Cross King's CrossLondon, Camden, WC1H8EJ","Fairway Hotel, 13-15, Argyle Street, London, Camden, WC1H8EJ",1,2070,2070
"Topps Hotel, 17 Regency Square Brighton & HoveEast Sussex, Brighton and Hove, South East, BN12FG","Royal Pavillion Townhouse, 12, Regency Square",0,1982,3668
"Fairmont Hotel, 40 King Edward Avenue Blackpool, North West, FY29TA","Fairmont Hotel, 40, King Edward Avenue, Blackpool, , United Kingdom, North West, FY29TA",1,554,554
"ibis Birmingham Centre Irving Street, 55 Irving Street Birmingham, West Midlands, B11DH","Ibis (Reception and Bar), 55, Irving Street, Birmingham, West Midlands, B11DH",1,1064,1064
"Wellington Park Hotel, 21 Malone Road Belfast, BT96RW","Number 11, 11, Malone Road, Belfast",0,3105,2606
"Baxter Holiday Apartments, 37 Charnley Road, Blackpool, North West, FY14PE","Zebra Lodge, 11, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",0,2420,3592
"Grassmarket hotel, 94-96 Grassmarket Edinburgh, City of Edinburgh, EH12JR","The Grassmarket Hotel, 94,96, Grassmarket, Edinburgh, , GB, City of Edinburgh, EH12JR",1,105,105
"Clifton Private Hotel, 56 Charnley Rd  Blackpool, North West, FY14PF","Clifton Hotel, 56, Charnley Road, Blackpool, , United Kingdom, North West, FY14PF",1,84,84
"Macdonald Botley Park Hotel & Spa, Winchester Road Botley Boorley Green Boorley GreenSouthampton, Eastleigh, South East, SO322UA","Macdonald Botley Park Hotel & Spa, Winchester Road, Southampton, Eastleigh, South East, SO322UA",1,2839,2839
"Myrtle House, 25 Albert Road, Blackpool, North West, FY14TA","Bradleys Hotel, 80, Albert Road, Blackpool, , United Kingdom, North West, FY14PR",0,739,2435
"Heron View Cottage, 4 Field Footgrasmere, Westmorland and Furness, North West, LA229TB","The Wordsworth Hotel and Spa, Grasmere, Westmorland and Furness, North West, LA229SW",0,2782,1441
"The Headland Hotel & Spa, Daddyhole Road TorquayDevon, Torbay, South West, TQ12EF","Headland Hotel and Spa, Daddyhole Road, Torquay, Torbay, South West, TQ12EF",1,220,220
"Oban House Hotel, 28 Osborne Road Blackpool, North West, FY41HJ","Oban House Hotel, 28, Osborne Road, Blackpool, , United Kingdom, North West, FY41HJ",1,1484,1484
"The Nayland, 132-134 Sussex Gardens London, Westminster, W21UB","Aspen Apartments, 176, Sussex Gardens, London, , United Kingdom, Westminster, W23UA",0,2519,3789
"The Old Manor House Hotel, 5 Bristol Rd KeynshamBristol, Bath and North East Somerset, South West, BS312BA","The Old Manor House, Bristol Road, Bristol, , United Kingdom, Bath and North East Somerset, South West, BS312BA",1,612,612
"Aaran Central Guesthouse, 115 Crown Street, Aberdeen City, AB116HN","The Highland Hotel, 91-95, Crown Street, Aberdeen City, , United Kingdom, AB116HH",0,1545,3527
"New Beach Hotel, 67 Marine Parade Great Yarmouth, East of England, NR302EJ","Marine House, Marine Parade, Great Yarmouth",0,1599,3854
"The Hall Park Hotel, 23 Carlton Road WorkingtonCumbria, Cumberland, North West, CA144BX","Hall Park hotel, 23, Carlton Road, Workington, , United Kingdom, Cumberland, North West, CA144BX",1,2938,2938
"Grange Clarendon Hotel, 34 37 Bedford Place Bloomsbury London, Camden, WC1B5JR","Lonsdale Hotel, 10, Bedford Place, London, , GB, Camden, WC1B5JU",0,1842,2516
"The White Swan Hotel, Rother Street Stratford-upon-AvonWarwickshire, Stratford-on-Avon, West Midlands, CV376NH","White Swan Hotel, Rother Street, Stratford-upon-Avon, , United Kingdom, Stratford-on-Avon, West Midlands, CV376NH",1,1383,1383
