orig_indexA,orig_indexB,addressA,addressB,score,Match
7100,6585,"Carisbrooke Hotel, 42 Tregonwell Road Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25NT","Carisbrook Hotel, 42, Tregonwell Road, Bournemouth, Christchurch and Poole, South West, BH25NT",0.7,1
7107,6082,"Washington House Hotel, 3 Durley Road West Cliff  Bournemouth, Bournemouth, Christchurch and Poole, South West, BH25JQ","Washington House, 3, Durley Road, Bournemouth, Christchurch and Poole, South West, BH25JQ",0.7,1
7218,8390,"Harrington House, Sherborne Street Bourton-on-the-Water Bourton On The WaterCheltenhamGloucestershire, Cotswold, South West, GL542BY","HF Holidays Harrington House, Sherbourne Street, Cheltenham, , GB, Cotswold, South West, GL542BY",0.7063,1
7243,574,"The Edgemoor Country House Hotel And Restaurant, Haytor Road Bovey TraceySouth Devon, Teignbridge, South West, TQ139LE","Edgemoor Hotel, Haytor Road, Bovey Tracey, , United Kingdom, Teignbridge, South West, TQ139LE",0.665,1
7252,6184,"The Bobsleigh Hotel, HEMPSTEAD ROAD, BOVINGDON HEMEL HEMPSTEAD, Dacorum, East of England, HP30DS","Bobsleigh Hotel and Restaurant, Heathfield Road, Hemel Hempstead, , GB, Dacorum, East of England, HP30DS",0.7538,1
7362,4938,"Crown Hotel Brackley, 20 Market Place BrackleyNorthamptonshire, West Northamptonshire, East Midlands, NN137DP","The Crown Hotel, 20, Market Place, Brackley, , GB, West Northamptonshire, East Midlands, NN137DP",0.7469,1
7373,5487,"Coppid Beech, John Nike Way Bracknell, Bracknell Forest, South East, RG128TF","Coppid Beech Hotel, John Nike Way, Bracknell, , GB, Bracknell Forest, South East, RG128TF",0.7706,1
7375,9042,"Travelodge Bracknell, London Road Binfield BinfieldBracknell, Bracknell Forest, South East, RG424AA","Travelodge, London Road, Binfield, , GB, Bracknell Forest, South East, RG424AA",0.713,1
7377,9029,"Premier Inn Bracknell, Downshire Way BracknellBerkshire, Bracknell Forest, South East, RG127AA","Premier Inn, Downshire Way, Bracknell, , GB, Bracknell Forest, South East, RG127AA",0.7733,1
7378,7872,"Premier Inn Bracknell Central, Wokingham Road BracknellBerkshire, Bracknell Forest, South East, RG421NA","Premier Inn, Wokingham Road, Bracknell, , GB, Bracknell Forest, South East, RG421NA",0.7787,1
7388,3271,"White Gates Hotel, St. Marks Road Binfield, Bracknell Forest, South East, RG424AT","White Gates Hotel, St Marks Road, Binfield, , GB, Bracknell Forest, South East, RG424AT",0.7,1
7421,5675,"Jurys Inn Bradford, 2 Thornton Road Bradford West Yorkshire, Yorkshire and The Humber, BD12DH","Jurys Inn, 2, Thornton Road, Bradford, Yorkshire and The Humber, BD12DH",0.6775,1
7994,93,"Expanse Hotel, North Marine Drive, East Riding of Yorkshire, Yorkshire and The Humber, YO152LS","Expanse Hotel, North Marine Drive, Bridlington, , United Kingdom, East Riding of Yorkshire, Yorkshire and The Humber, YO152LS",0.74,1
8056,1871,"Doriam Guest House, 35 Windsor Crescent, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX","Doriam Guest House, 35, Windsor Crescent, Bridlington, , GB, East Riding of Yorkshire, Yorkshire and The Humber, YO153HX",0.7826,1
8153,1887,"Eype House Caravan Park, Mount Lane Eype, Dorset, South West, DT66AL","Eype's Mouth Country Hotel, Mount Lane, Bridport, , United Kingdom, Dorset, South West, DT66AL",0.7083,1
8183,4184,"Copthorne Hotel Merry Hill Dudley, The Waterfront, Level Street The WaterfrontBierley Hill Dudley, West Midlands, DY51UR","Copthorne Hotel Merry Hill Dudley, Level Street, Dudley, West Midlands, DY51UR",0.7448,1
8206,5386,"Kings Hotel, Kings Road 139-141 BrightonSussex, Brighton and Hove, South East, BN12NA","The Kings Hotel, 139-141, Kings Road, Brighton, Brighton and Hove, South East, BN12NA",0.775,1
8218,3418,"Brighton Marina House Hotel B&B, 8 Charlotte Street Brighton, Brighton and Hove, South East, BN21AG","Marina House Hotel, 8, Charlotte Street, Brighton, , United Kingdom, Brighton and Hove, South East, BN21AE",0.7,1
8219,6757,"Queens Hotel, Kings Road East Sussex 1 BrightonEast Sussex, Brighton and Hove, South East, BN11NS","Queens Hotel, 1-5, Kings Road, Brighton, Brighton and Hove, South East, BN11NS",0.7875,1
8228,5361,"New Madeira, 19 23Marine Parade Brighton, Brighton and Hove, South East, BN21TL","New Madeira Hotel, 19-23, Marine Parade, Brighton, Brighton and Hove, South East, BN21TL",0.7895,1
8239,3446,"Hudsons, 22 Devonshire Place BrightonThe City of Brighton and Hove, South East, BN21QA","Hudsons, Devonshire Place, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QA",0.7182,1
8245,6743,"The White Horse, High Street RottingdeanBrightonEast Sussex, Brighton and Hove, South East, BN27HR","The White Horse, High Street, Brighton & Hove, , GB, Brighton and Hove, South East, BN27HR",0.7435,1
8248,3602,"Amherst Brighton, 2 Lower Rock Gardens Kemp Town BrightonThe City of Brighton and Hove, South East, BN21PG","Amherst House, Lower Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21PG",0.6964,1
8252,3310,"The Oriental Guest House, 9 Oriental Place Hove BrightonThe City of Brighton and Hove, South East, BN12LJ","The Oriental, 9, Oriental Place, Brighton, , GB, Brighton and Hove, South East, BN12LJ",0.7867,1
8298,1643,"Ei8ht Brighton Apartments Guest house, 8 Upper Rock Gardens BrightonEast Sussex, Brighton and Hove, South East, BN21QE","Maon Hotel, 26, Upper Rock Gardens, Brighton, , United Kingdom, Brighton and Hove, South East, BN21QE",0.7468,1
8405,3084,"Property In The Heart Of Brighton, Regency Square, Brighton and Hove, South East, BN12FF","Hotel Una, 55-56, Regency Square, Brighton, , United Kingdom, Brighton and Hove, South East, BN12FF",0.78,1
8405,5369,"Property In The Heart Of Brighton, Regency Square, Brighton and Hove, South East, BN12FF","Adelaide House, 51, Regency Square, Brighton, , GB, Brighton and Hove, South East, BN12FF",0.7433,1
8544,9144,"Doubletree by Hilton Bristol North, Woodlands Lane Bradley Stoke Bradley StokeBristol, South Gloucestershire, South West, BS324JF","DoubleTree by Hilton Hotel Bristol North, Woodlands Lane, Bristol, South Gloucestershire, South West, BS324JF",0.765,1
8553,9047,"Holiday Inn Bristol Filton, Filton Road Hambrook Bristol, South Gloucestershire, South West, BS161QX","Holiday Inn Bristol Filton, Filton Road, Bristol, South Gloucestershire, , GB, South West, BS161QX",0.7303,1
8578,7827,"Travelodge Bristol Mitchell Lane, Mitchell Lane Bristol, Bristol, City of, South West, BS16BU","Travelodge, Mitchell Lane, Bristol, Bristol, City of, South West, BS16BU",0.795,1
8591,5159,"Mercure Brigstow Bristol, Welsh Back 5-7 Queen Quay  Bristol, Bristol, City of, South West, BS14SP","Mercure Brigstow Hotel, 5-7, Welsh Back, Bristol, Bristol, City of, South West, BS14SP",0.79,1
8610,3834,"Thornbury Castle, Castle Street Thornbury BristolThornbury South Gloucestershire, South West, BS351HH","Thornbury Castle Hotel, Castle Street, Bristol, South Gloucestershire, South West, BS351HH",0.7794,1
8636,1356,"The Old Manor House Hotel, 5 Bristol Rd KeynshamBristol, Bath and North East Somerset, South West, BS312BA","The Old Manor House, Bristol Road, Bristol, , United Kingdom, Bath and North East Somerset, South West, BS312BA",0.6737,1
8674,7041,"Clifton House, 4 TyndallÃÂs Park Road CliftonBristol, Bristol, City of, South West, BS81PG","Clifton House, 2;4, Tyndalls Park Road, Bristol, Bristol, City of, South West, BS81PG",0.75,1
8902,10234,"Sodbury House Hotel, Badminton Road Old Sodbury, South Gloucestershire, South West, BS376LU","Sodbury House Hotel, Badminton Road, Old Sodbury, South Gloucestershire, South West, BS376LU",0.7,1
8937,265,"Berry Head Hotel, Berry Head Road Brixham near TorquayDevon, Torbay, South West, TQ59AJ","Berry Head Hotel, Berry Head Road, Brixham, , United Kingdom, Torbay, South West, TQ59AJ",0.6607,1
8938,1302,"Quayside Hotel, King Street BrixhamDevon, Torbay, South West, TQ59TJ","Quayside Hotel, King Street, Brixham, , United Kingdom, Torbay, South West, TQ59TJ",0.6886,1
9084,7715,"Lygon Arms The Hotel Collection, High Street Worcestershire, Wychavon, West Midlands, WR127DU","The Lygon Arms, 28, High Street, Broadway, Wychavon, West Midlands, WR127DU",0.7918,1
9123,10150,"Balmer Lawn Hotel, Lyndhurst Road Brockenhurst New Forest, South East, SO427ZB","Balmer Lawn Hotel, Balmer Lawn Road, Brockenhurst, New Forest, South East, SO427ZB",0.6899,1
9153,9875,"Best Western Brome Grange Hotel, Norwich Road Brome BromeSuffolk, Mid Suffolk, East of England, IP238AP","Brome Grange Hotel, Norwich Road, Eye, Mid Suffolk, East of England, IP238AP",0.7952,1
9154,9011,"The Oaksmere Hotel Rectory Road Brome Nr. Suffolk BromeEyeSuffolk, Mid Suffolk, East of England, IP238AJ","Oaksmere, Rectory Road, Eye, Mid Suffolk, East of England, IP238AJ",0.7429,1
9210,1606,"Fiddlers Elbow, Picardy Place, 4 EDINBURGH, City of Edinburgh, EH13JT","The Wine House Hotel 1821, 4, Picardy Place, Edinburgh, , United Kingdom, City of Edinburgh, EH13JT",0.7545,1
9211,1540,"Regent House Hotel, 3-5 Forth Street EdinburghMidlothian, City of Edinburgh, EH13JX","Regent House Hotel, 3, Forth Street, Edinburgh, , United Kingdom, City of Edinburgh, EH13JX",0.7636,1
9352,8303,"Villiers Hotel, 3 Castle Street BuckinghamBuckinghamshire, South East, MK181BS","Villiers Hotel, 3, Castle Street, Buckinghamshire, South East, MK181BS",0.6541,1
9438,4965,"Penstowe Park, Kilkhampton, Cornwall, South West, EX239QY","Penstowe Holiday Park, Bude, Cornwall, South West, EX239QY",0.7527,1
9568,9099,"The Bull At Burford, 105 High Street BurfordOxfordshire, West Oxfordshire, South East, OX184RG","Bull, 105-107, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0.7545,1
9572,3552,"The Bay Tree Hotel, Sheep Street BurfordOxfordshire, West Oxfordshire, South East, OX184LW","The Bay Tree, Sheep Street, Burford, , GB, West Oxfordshire, South East, OX184LW",0.6674,1
9580,9098,"The Highway Inn, 117 High St BurfordOxfordshire, West Oxfordshire, South East, OX184RG","Highway Burford, 117, High Street, Burford, Oxfordshire, West Oxfordshire, South East, OX184RG",0.7135,1
9656,369,"The Bay, Burntisland Road Kinghorn  Burntisland Kinghorn Fife, KY39YE","The Bay Hotel, Burntisland Road, Kinghorn, , United Kingdom, Fife, KY39YE",0.7,1
9699,4481,"Holiday Inn Express Burton Upon Trent, 2Nd Avenue Centrum 100 ParkwayBurton-on-Trent  Staffordshire, East Staffordshire, West Midlands, DE142WF","Holiday Inn Express, Second Avenue, Burton-on-Trent, East Staffordshire, West Midlands, DE142WF",0.662,1
9702,975,"Premier Inn Burton On Trent East, Ashby Road East Burton On TrentStaffordshire, South Derbyshire, East Midlands, DE150PU","Premier Inn, Ashby Road East, Burton-on-Trent, , United Kingdom, South Derbyshire, East Midlands, DE150PU",0.6571,1
9735,3931,"Dragonfly Hotel Bury St Edmunds, Symonds Road Bury St Edmunds Suffolk, West Suffolk, East of England, IP327DZ","Dragonfly Hotel, Symonds Road, Bury St Edmunds, West Suffolk, East of England, IP327DZ",0.7315,1
9738,5315,"The Ickworth Hotel, Bury St Edmunds Bury Saint EdmundsSuffolk, West Suffolk, East of England, IP295QE","The Ickworth, Bury St Edmunds, West Suffolk, East of England, IP295QE",0.7884,1
9742,175,"Worlington Hall Hotel, Mildenhall Rd WorlingtonForest HeathBury St Edmunds, West Suffolk, East of England, IP288RX","Worlington Hall, Mildenhall Road, West Suffolk, , United Kingdom, East of England, IP288RX",0.7421,1
9743,176,"The Riverside House Hotel, 17 Mill Street Mildenhall MildenhallBury St. EdmundsSuffolk, West Suffolk, East of England, IP287DP","Riverside House Hotel, 17, Mill Street, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP287DP",0.793,1
9750,6667,"Tuddenham Mill Luxury Boutique Hotel, High Street Tuddenham. TuddenhamNewmarketSuffolk, West Suffolk, East of England, IP286SQ","Tuddenham Mill, High Street, West Suffolk, East of England, IP286SQ",0.7571,1
9789,3931,"Dragonfly Hotel Bury St Edmunds, Symonds Road Bury St Edmunds Suffolk, West Suffolk, East of England, IP327DZ","Dragonfly Hotel, Symonds Road, Bury St Edmunds, West Suffolk, East of England, IP327DZ",0.7315,1
9792,5315,"The Ickworth Hotel, Bury St Edmunds Bury Saint EdmundsSuffolk, West Suffolk, East of England, IP295QE","The Ickworth, Bury St Edmunds, West Suffolk, East of England, IP295QE",0.7884,1
9796,175,"Worlington Hall Hotel, Mildenhall Rd WorlingtonForest HeathBury St Edmunds, West Suffolk, East of England, IP288RX","Worlington Hall, Mildenhall Road, West Suffolk, , United Kingdom, East of England, IP288RX",0.7421,1
9797,176,"The Riverside House Hotel, 17 Mill Street Mildenhall MildenhallBury St. EdmundsSuffolk, West Suffolk, East of England, IP287DP","Riverside House Hotel, 17, Mill Street, Bury St Edmunds, , United Kingdom, West Suffolk, East of England, IP287DP",0.793,1
9804,6667,"Tuddenham Mill Luxury Boutique Hotel, High Street Tuddenham. TuddenhamNewmarketSuffolk, West Suffolk, East of England, IP286SQ","Tuddenham Mill, High Street, West Suffolk, East of England, IP286SQ",0.7571,1
9892,5060,"Old Hall Hotel, The Square BuxtonDerbyshire, High Peak, East Midlands, SK176BD","Old Hall Hotel, The Square, Buxton, High Peak, East Midlands, SK176BD",0.6622,1
9894,906,"Portland Hotel, 32 St Johns Road BuxtonDerbyshire, High Peak, East Midlands, SK176XQ","Portland Hotel, 32, St John's Road, Buxton, , United Kingdom, High Peak, East Midlands, SK176XQ",0.7636,1
10166,3699,"Caer Menai, 15 Church Street, Gwynedd, LL551SW","Caer Menai, Stryd yr Eglwys / Church Street, Caernarfon, , United Kingdom, Gwynedd, LL551SW",0.704,1
10215,10119,"Tredegar Arms Hotel, 1 Morgan Street, Blaenau Gwent, NP223NA","Tredegar Arms Hotel, Morgan Street, Tredegar, Blaenau Gwent, NP223NA",0.695,1
10240,1184,"Crown Hotel, 13 Main Street Callander, Stirling, FK178DU","Crown Hotel, 13, Main Street, Callander, , GB, Stirling, FK178DU",0.7,1
10304,244,"Lakeside International Hotel, Wharf Road Frimley Green Frimley GreenSurrey, Surrey Heath, South East, GU166JR","Lakeside International Hotel, Lake Road, Surrey Heath, , United Kingdom, South East, GU166JR",0.7,1
10343,11132,"Cambridge Belfry Hotel & Spa, Back Lane Cambourne CambourneCambridgeCambridgeshire, South Cambridgeshire, East of England, CB236BW","The Cambridge Belfry, Back Lane, Cambridge, , GB, South Cambridgeshire, East of England, CB236BW",0.741,1
10351,8776,"Shelford Lodge, 144 Road Great Shelford Great ShelfordCambridgeCambridgeshire, South Cambridgeshire, East of England, CB225JU","Shelford Lodge, 144, Cambridge Road, , GB, South Cambridgeshire, East of England, CB225JU",0.7333,1
10359,6891,"Holiday Inn Express Cambridge Duxford M11 Jct 10, Station Road East Whittlesford Whittlesford BridgeCambridge, South Cambridgeshire, East of England, CB224NL","Holiday Inn Express, Station Road East, , GB, South Cambridgeshire, East of England, CB224NL",0.7976,1
10367,5870,"Sorrento Hotel & Restaurant, 196 Cherry Hinton Rd CambridgeCambridgeshire, East of England, CB17AN","Sorrento Hotel, 190-196, Cherry Hinton Road, Cambridge, East of England, CB17AN",0.7297,1
10375,3891,"Travelodge Cambridge Central, Cambridge Leisure Park Clifton Way Clifton WayCambridge, East of England, CB17DY","Travelodge Cambridge Central, Cambridge Leisure Park, Cambridge, , GB, East of England, CB17DY",0.7357,1
10386,840,"Regent Hotel, 41 Regent Street CambridgeCambridgeshire, East of England, CB21AB","Regent Hotel, 41, Regent Street, Cambridge, , United Kingdom, East of England, CB21AB",0.7182,1
10391,64,"Duxford Lodge Hotel, ICKLETON ROAD, . 0 . DUXFORD, South Cambridgeshire, East of England, CB224RT","Duxford Lodge, Ickleton Road, South Cambridgeshire, , GB, East of England, CB224RT",0.7786,1
10443,4158,"Clayton Hotel Cambridge, 27-29 Station Road CambridgeCambridgeshire, East of England, CB12FB","Clayton Hotel Cambridge, 27-29, Station Road, Cambridge, East of England, CB12FB",0.7125,1
10466,1251,"Cambridge City Tenison Towers, 148 Tenison Road CambridgeCambridgeshire, East of England, CB12DP","Tenison Towers, 148, Tenison Road, Cambridge, , United Kingdom, East of England, CB12DP",0.7125,1
10509,10576,"Holiday Inn Express Cambridge West - Cambourne, an IHG Hotel, Back Lane, Cambridge, , United Kingdom CAMBOURNE, South Cambridgeshire, East of England, CB236LJ","Holiday Inn Express, Back Lane, Cambridge, , GB, South Cambridgeshire, East of England, CB236LJ",0.7328,1
10689,6564,"The Roman Way Hotel, Watling Street Hatherton Hatherton CannockWest Midlands, South Staffordshire, WS111SH","The Roman Way, Watling Street, Hatherton, South Staffordshire, West Midlands, WS111SH",0.7247,1
10690,8906,"Holiday Inn Birmingham North Cannock, Orbita Plaza Bridge Street  CannockStaffordshire, Cannock Chase, West Midlands, WS110DQ","Holiday Inn, Bridge Street, Cannock, Cannock Chase, West Midlands, WS110DQ",0.7461,1
10854,10157,"Travelodge Cardiff Airport Hotel, Port Road Rhoose Barry Mid Glamorgan, Vale of Glamorgan, CF623BA","Travelodge, Port Road West, Barry, Vale of Glamorgan, CF623BA",0.7348,1
10857,3856,"voco St. Davids Cardiff, Havannah Street Cardiff, CF105SD","St. David's Hotel, Havannah Street, Cardiff, , GB, CF105SD",0.7875,1
10916,3096,"Vale Park Hotel, Port Road, Vale of Glamorgan, CF623BT","Vale Park Hotel, Port Road, Rhoose, , United Kingdom, Vale of Glamorgan, CF623BT",0.7444,1
11041,5651,"Milton Hilltop, London Road Hilltop Heights London RoadCarlisleCumbria, Cumberland, North West, CA12NS","Milton Hilltop Hotel, London Road, Carlisle, Cumberland, North West, CA12NS",0.7448,1
11048,8441,"Carlisle Station Hotel, Sure Hotel Collection by BW, Court Square Carlisle Cumbria, Cumberland, North West, CA11QY","Carlisle Station hotel, Court Square, Carlisle, Cumberland, North West, CA11QY",0.7951,1
11050,7641,"ibis Carlisle, Botchergate PortlandsCarlisle, Cumberland, North West, CA11RL","Ibis Hotel Carlisle, Botchergate, Carlisle, Cumberland, North West, CA11RL",0.765,1
11052,7466,"Dalston Hall Hotel, Dalston CarlisleCumbria, Cumberland, North West, CA57JX","Dalston Hall, Dalston, Cumberland, North West, CA57JX",0.7,1
11056,7213,"Premier Inn Carlisle Central North, Kingstown Road CarlisleCumbria, Cumberland, North West, CA30AT","Premier Inn, Kingstown Road, Carlisle, Cumberland, North West, CA30AT",0.747,1
